model,training_seed,environment_interactions,return_rate
traditional_ppo,43,15027,1
traditional_ppo,43,15133,1
traditional_ppo,43,15226,1
traditional_ppo,43,15319,1
traditional_ppo,43,15410,1
traditional_ppo,43,15504,1
traditional_ppo,43,15608,1
traditional_ppo,43,15709,1
traditional_ppo,43,15798,1
traditional_ppo,43,15904,1
traditional_ppo,43,16017,1
traditional_ppo,43,16107,1
traditional_ppo,43,16210,1
traditional_ppo,43,16305,1
traditional_ppo,43,16398,1
traditional_ppo,43,16505,1
traditional_ppo,43,16611,1
traditional_ppo,43,16703,1
traditional_ppo,43,16796,1
traditional_ppo,43,16908,1
traditional_ppo,43,17004,1
traditional_ppo,43,17099,1
traditional_ppo,43,17206,1
traditional_ppo,43,17294,1
traditional_ppo,43,17392,1
traditional_ppo,43,17490,1
traditional_ppo,43,17573,1
traditional_ppo,43,17679,1
traditional_ppo,43,17702,1
traditional_ppo,44,80,1
traditional_ppo,44,153,1
traditional_ppo,44,235,1
traditional_ppo,44,327,1
traditional_ppo,44,410,1
traditional_ppo,44,500,1
traditional_ppo,44,557,1
traditional_ppo,44,634,1
traditional_ppo,44,733,1
traditional_ppo,44,826,1
traditional_ppo,44,902,1
traditional_ppo,44,989,1
traditional_ppo,44,1061,1
traditional_ppo,44,1147,1
traditional_ppo,44,1241,1
traditional_ppo,44,1292,1
traditional_ppo,44,1371,1
traditional_ppo,44,1468,1
traditional_ppo,44,1562,1
traditional_ppo,44,1650,1
traditional_ppo,44,1736,1
traditional_ppo,44,1816,1
traditional_ppo,44,1905,1
traditional_ppo,44,1998,1
traditional_ppo,44,2078,1
traditional_ppo,44,2188,1
traditional_ppo,44,2285,1
traditional_ppo,44,2367,1
traditional_ppo,44,2463,1
traditional_ppo,44,2554,1
traditional_ppo,44,2641,1
traditional_ppo,44,2697,1
traditional_ppo,44,2797,1
traditional_ppo,44,2879,1
traditional_ppo,44,2976,1
traditional_ppo,44,3072,1
traditional_ppo,44,3155,1
traditional_ppo,44,3261,1
traditional_ppo,44,3371,1
traditional_ppo,44,3452,1
traditional_ppo,44,3545,1
traditional_ppo,44,3642,1
traditional_ppo,44,3733,1
traditional_ppo,44,3822,1
traditional_ppo,44,3919,1
traditional_ppo,44,4002,1
traditional_ppo,44,4097,1
traditional_ppo,44,4192,1
traditional_ppo,44,4281,1
traditional_ppo,44,4380,1
traditional_ppo,44,4478,1
traditional_ppo,44,4572,1
traditional_ppo,44,4671,1
traditional_ppo,44,4773,1
traditional_ppo,44,4857,1
traditional_ppo,44,4950,1
traditional_ppo,44,5046,1
traditional_ppo,44,5137,1
traditional_ppo,44,5228,1
traditional_ppo,44,5329,1
traditional_ppo,44,5426,1
traditional_ppo,44,5517,1
traditional_ppo,44,5618,1
traditional_ppo,44,5647,1
traditional_ppo,44,5749,1
traditional_ppo,44,5848,1
traditional_ppo,44,5932,1
traditional_ppo,44,6034,1
traditional_ppo,44,6142,1
traditional_ppo,44,6234,1
traditional_ppo,44,6348,1
traditional_ppo,44,6456,1
traditional_ppo,44,6539,1
traditional_ppo,44,6634,1
traditional_ppo,44,6735,1
traditional_ppo,44,6838,1
traditional_ppo,44,6943,1
traditional_ppo,44,7054,1
traditional_ppo,44,7151,1
traditional_ppo,44,7243,1
traditional_ppo,44,7349,1
traditional_ppo,44,7434,1
traditional_ppo,44,7523,1
traditional_ppo,44,7617,1
traditional_ppo,44,7712,1
traditional_ppo,44,7822,1
traditional_ppo,44,7919,1
traditional_ppo,44,8003,1
traditional_ppo,44,8104,1
traditional_ppo,44,8208,1
traditional_ppo,44,8308,1
traditional_ppo,44,8410,1
traditional_ppo,44,8520,1
traditional_ppo,44,8617,1
traditional_ppo,44,8720,1
traditional_ppo,44,8739,1
traditional_ppo,44,8827,1
traditional_ppo,44,8915,1
traditional_ppo,44,9015,1
traditional_ppo,44,9103,1
traditional_ppo,44,9205,1
traditional_ppo,44,9320,1
traditional_ppo,44,9411,1
traditional_ppo,44,9505,1
traditional_ppo,44,9611,1
traditional_ppo,44,9689,1
traditional_ppo,44,9784,1
traditional_ppo,44,9894,1
traditional_ppo,44,9978,1
traditional_ppo,44,10080,1
traditional_ppo,44,10193,1
traditional_ppo,44,10290,1
traditional_ppo,44,10372,1
traditional_ppo,44,10472,1
traditional_ppo,44,10551,1
traditional_ppo,44,10652,1
traditional_ppo,44,10745,1
traditional_ppo,44,10828,1
traditional_ppo,44,10924,1
traditional_ppo,44,11016,1
traditional_ppo,44,11107,1
traditional_ppo,44,11200,1
traditional_ppo,44,11299,1
traditional_ppo,44,11386,1
traditional_ppo,44,11472,1
traditional_ppo,44,11575,1
traditional_ppo,44,11669,1
traditional_ppo,44,11691,1
traditional_ppo,44,11804,1
traditional_ppo,44,11890,1
traditional_ppo,44,12000,1
traditional_ppo,44,12102,1
traditional_ppo,44,12199,1
traditional_ppo,44,12293,1
traditional_ppo,44,12402,1
traditional_ppo,44,12488,1
traditional_ppo,44,12589,1
traditional_ppo,44,12694,1
traditional_ppo,44,12780,1
traditional_ppo,44,12867,1
traditional_ppo,44,12965,1
traditional_ppo,44,13050,1
traditional_ppo,44,13139,1
traditional_ppo,44,13231,1
traditional_ppo,44,13332,1
traditional_ppo,44,13426,1
traditional_ppo,44,13519,1
traditional_ppo,44,13616,1
traditional_ppo,44,13728,1
traditional_ppo,44,13849,1
traditional_ppo,44,13942,1
traditional_ppo,44,14033,1
traditional_ppo,44,14141,1
traditional_ppo,44,14228,1
traditional_ppo,44,14323,1
traditional_ppo,44,14409,1
traditional_ppo,44,14493,1
traditional_ppo,44,14592,1
traditional_ppo,44,14693,1
traditional_ppo,44,14713,1
traditional_ppo,44,14814,1
traditional_ppo,44,14928,1
traditional_ppo,44,15009,1
traditional_ppo,44,15112,1
traditional_ppo,44,15228,1
traditional_ppo,44,15310,1
traditional_ppo,44,15414,1
traditional_ppo,44,15521,1
traditional_ppo,44,15606,1
traditional_ppo,44,15707,1
traditional_ppo,44,15809,1
traditional_ppo,44,15889,1
traditional_ppo,44,15978,1
traditional_ppo,44,16099,1
traditional_ppo,44,16193,1
traditional_ppo,44,16303,1
traditional_ppo,44,16411,1
traditional_ppo,44,16501,1
traditional_ppo,44,16599,1
traditional_ppo,44,16709,1
traditional_ppo,44,16809,1
traditional_ppo,44,16916,1
traditional_ppo,44,17032,1
traditional_ppo,44,17121,1
traditional_ppo,44,17221,1
traditional_ppo,44,17326,1
traditional_ppo,44,17408,1
traditional_ppo,44,17503,1
traditional_ppo,44,17598,1
traditional_ppo,44,17678,1
traditional_ppo,44,17772,1
traditional_ppo,44,17796,1
traditional_ppo,45,72,1
traditional_ppo,45,140,1
traditional_ppo,45,229,1
traditional_ppo,45,296,1
traditional_ppo,45,385,1
traditional_ppo,45,478,1
traditional_ppo,45,557,1
traditional_ppo,45,647,1
traditional_ppo,45,733,1
traditional_ppo,45,797,1
traditional_ppo,45,873,1
traditional_ppo,45,957,1
traditional_ppo,45,1040,1
traditional_ppo,45,1118,1
traditional_ppo,45,1234,1
traditional_ppo,45,1286,1
traditional_ppo,45,1357,1
traditional_ppo,45,1442,1
traditional_ppo,45,1526,1
traditional_ppo,45,1611,1
traditional_ppo,45,1711,1
traditional_ppo,45,1801,1
traditional_ppo,45,1893,1
traditional_ppo,45,1990,1
traditional_ppo,45,2075,1
traditional_ppo,45,2175,1
traditional_ppo,45,2270,1
traditional_ppo,45,2356,1
traditional_ppo,45,2454,1
traditional_ppo,45,2553,1
traditional_ppo,45,2638,1
traditional_ppo,45,2695,1
traditional_ppo,45,2785,1
traditional_ppo,45,2861,1
traditional_ppo,45,2964,1
traditional_ppo,45,3059,1
traditional_ppo,45,3135,1
traditional_ppo,45,3232,1
traditional_ppo,45,3324,1
traditional_ppo,45,3411,1
traditional_ppo,45,3504,1
traditional_ppo,45,3604,1
traditional_ppo,45,3699,1
traditional_ppo,45,3782,1
traditional_ppo,45,3870,1
traditional_ppo,45,3957,1
traditional_ppo,45,4057,1
traditional_ppo,45,4158,1
traditional_ppo,45,4249,1
traditional_ppo,45,4344,1
traditional_ppo,45,4450,1
traditional_ppo,45,4545,1
traditional_ppo,45,4654,1
traditional_ppo,45,4747,1
traditional_ppo,45,4828,1
traditional_ppo,45,4927,1
traditional_ppo,45,5037,1
traditional_ppo,45,5108,1
traditional_ppo,45,5209,1
traditional_ppo,45,5316,1
traditional_ppo,45,5413,1
traditional_ppo,45,5495,1
traditional_ppo,45,5600,1
traditional_ppo,45,5623,1
traditional_ppo,45,5723,1
traditional_ppo,45,5833,1
traditional_ppo,45,5925,1
traditional_ppo,45,6033,1
traditional_ppo,45,6133,1
traditional_ppo,45,6214,1
traditional_ppo,45,6311,1
traditional_ppo,45,6408,1
traditional_ppo,45,6504,1
traditional_ppo,45,6602,1
traditional_ppo,45,6708,1
traditional_ppo,45,6799,1
traditional_ppo,45,6890,1
traditional_ppo,45,6999,1
traditional_ppo,45,7088,1
traditional_ppo,45,7190,1
traditional_ppo,45,7292,1
traditional_ppo,45,7381,1
traditional_ppo,45,7483,1
traditional_ppo,45,7588,1
traditional_ppo,45,7693,1
traditional_ppo,45,7802,1
traditional_ppo,45,7900,1
traditional_ppo,45,7995,1
traditional_ppo,45,8095,1
traditional_ppo,45,8201,1
traditional_ppo,45,8296,1
traditional_ppo,45,8393,1
traditional_ppo,45,8496,1
traditional_ppo,45,8586,1
traditional_ppo,45,8685,1
traditional_ppo,45,8706,1
traditional_ppo,45,8798,1
traditional_ppo,45,8889,1
traditional_ppo,45,8987,1
traditional_ppo,45,9074,1
traditional_ppo,45,9170,1
traditional_ppo,45,9271,1
traditional_ppo,45,9376,1
traditional_ppo,45,9473,1
traditional_ppo,45,9581,1
traditional_ppo,45,9676,1
traditional_ppo,45,9770,1
traditional_ppo,45,9872,1
traditional_ppo,45,9951,1
traditional_ppo,45,10043,1
traditional_ppo,45,10155,1
traditional_ppo,45,10245,1
traditional_ppo,45,10338,1
traditional_ppo,45,10445,1
traditional_ppo,45,10535,1
traditional_ppo,45,10626,1
traditional_ppo,45,10733,1
traditional_ppo,45,10828,1
traditional_ppo,45,10924,1
traditional_ppo,45,11032,1
traditional_ppo,45,11123,1
traditional_ppo,45,11215,1
traditional_ppo,45,11315,1
traditional_ppo,45,11404,1
traditional_ppo,45,11507,1
traditional_ppo,45,11611,1
traditional_ppo,45,11697,1
traditional_ppo,45,11723,1
traditional_ppo,45,11836,1
traditional_ppo,45,11924,1
traditional_ppo,45,12026,1
traditional_ppo,45,12132,1
traditional_ppo,45,12224,1
traditional_ppo,45,12327,1
traditional_ppo,45,12434,1
traditional_ppo,45,12531,1
traditional_ppo,45,12640,1
traditional_ppo,45,12728,1
traditional_ppo,45,12828,1
traditional_ppo,45,12919,1
traditional_ppo,45,13032,1
traditional_ppo,45,13131,1
traditional_ppo,45,13220,1
traditional_ppo,45,13329,1
traditional_ppo,45,13417,1
traditional_ppo,45,13528,1
traditional_ppo,45,13631,1
traditional_ppo,45,13713,1
traditional_ppo,45,13800,1
traditional_ppo,45,13904,1
traditional_ppo,45,13989,1
traditional_ppo,45,14083,1
traditional_ppo,45,14178,1
traditional_ppo,45,14271,1
traditional_ppo,45,14371,1
traditional_ppo,45,14473,1
traditional_ppo,45,14561,1
traditional_ppo,45,14652,1
traditional_ppo,45,14753,1
traditional_ppo,45,14773,1
traditional_ppo,45,14877,1
traditional_ppo,45,14981,1
traditional_ppo,45,15076,1
traditional_ppo,45,15176,1
traditional_ppo,45,15283,1
traditional_ppo,45,15373,1
traditional_ppo,45,15461,1
traditional_ppo,45,15564,1
traditional_ppo,45,15649,1
traditional_ppo,45,15746,1
traditional_ppo,45,15858,1
traditional_ppo,45,15959,1
traditional_ppo,45,16052,1
traditional_ppo,45,16164,1
traditional_ppo,45,16258,1
traditional_ppo,45,16356,1
traditional_ppo,45,16472,1
traditional_ppo,45,16570,1
traditional_ppo,45,16674,1
traditional_ppo,45,16769,1
traditional_ppo,45,16852,1
traditional_ppo,45,16957,1
traditional_ppo,45,17065,1
traditional_ppo,45,17160,1
traditional_ppo,45,17266,1
traditional_ppo,45,17366,1
traditional_ppo,45,17445,1
traditional_ppo,45,17544,1
traditional_ppo,45,17648,1
traditional_ppo,45,17741,1
traditional_ppo,45,17836,1
traditional_ppo,45,17864,1
traditional_ppo,46,79,1
traditional_ppo,46,156,1
traditional_ppo,46,232,1
traditional_ppo,46,302,1
traditional_ppo,46,373,1
traditional_ppo,46,456,1
traditional_ppo,46,523,1
traditional_ppo,46,613,1
traditional_ppo,46,699,1
traditional_ppo,46,769,1
traditional_ppo,46,853,1
traditional_ppo,46,952,1
traditional_ppo,46,1029,1
traditional_ppo,46,1117,1
traditional_ppo,46,1210,1
traditional_ppo,46,1262,1
traditional_ppo,46,1346,1
traditional_ppo,46,1448,1
traditional_ppo,46,1519,1
traditional_ppo,46,1617,1
traditional_ppo,46,1709,1
traditional_ppo,46,1797,1
traditional_ppo,46,1892,1
traditional_ppo,46,1985,1
traditional_ppo,46,2068,1
traditional_ppo,46,2161,1
traditional_ppo,46,2263,1
traditional_ppo,46,2343,1
traditional_ppo,46,2430,1
traditional_ppo,46,2517,1
traditional_ppo,46,2599,1
traditional_ppo,46,2646,1
traditional_ppo,46,2752,1
traditional_ppo,46,2844,1
traditional_ppo,46,2930,1
traditional_ppo,46,3028,1
traditional_ppo,46,3110,1
traditional_ppo,46,3207,1
traditional_ppo,46,3310,1
traditional_ppo,46,3389,1
traditional_ppo,46,3485,1
traditional_ppo,46,3584,1
traditional_ppo,46,3668,1
traditional_ppo,46,3763,1
traditional_ppo,46,3867,1
traditional_ppo,46,3952,1
traditional_ppo,46,4043,1
traditional_ppo,46,4143,1
traditional_ppo,46,4235,1
traditional_ppo,46,4329,1
traditional_ppo,46,4430,1
traditional_ppo,46,4511,1
traditional_ppo,46,4601,1
traditional_ppo,46,4703,1
traditional_ppo,46,4793,1
traditional_ppo,46,4896,1
traditional_ppo,46,5009,1
traditional_ppo,46,5096,1
traditional_ppo,46,5194,1
traditional_ppo,46,5293,1
traditional_ppo,46,5378,1
traditional_ppo,46,5476,1
traditional_ppo,46,5567,1
traditional_ppo,46,5591,1
traditional_ppo,46,5702,1
traditional_ppo,46,5804,1
traditional_ppo,46,5896,1
traditional_ppo,46,5995,1
traditional_ppo,46,6107,1
traditional_ppo,46,6207,1
traditional_ppo,46,6294,1
traditional_ppo,46,6397,1
traditional_ppo,46,6493,1
traditional_ppo,46,6590,1
traditional_ppo,46,6689,1
traditional_ppo,46,6776,1
traditional_ppo,46,6877,1
traditional_ppo,46,6975,1
traditional_ppo,46,7065,1
traditional_ppo,46,7169,1
traditional_ppo,46,7268,1
traditional_ppo,46,7347,1
traditional_ppo,46,7443,1
traditional_ppo,46,7542,1
traditional_ppo,46,7628,1
traditional_ppo,46,7727,1
traditional_ppo,46,7836,1
traditional_ppo,46,7926,1
traditional_ppo,46,8016,1
traditional_ppo,46,8115,1
traditional_ppo,46,8206,1
traditional_ppo,46,8314,1
traditional_ppo,46,8426,1
traditional_ppo,46,8530,1
traditional_ppo,46,8619,1
traditional_ppo,46,8643,1
traditional_ppo,46,8732,1
traditional_ppo,46,8833,1
traditional_ppo,46,8945,1
traditional_ppo,46,9028,1
traditional_ppo,46,9130,1
traditional_ppo,46,9242,1
traditional_ppo,46,9337,1
traditional_ppo,46,9432,1
traditional_ppo,46,9526,1
traditional_ppo,46,9611,1
traditional_ppo,46,9699,1
traditional_ppo,46,9806,1
traditional_ppo,46,9896,1
traditional_ppo,46,9996,1
traditional_ppo,46,10105,1
traditional_ppo,46,10197,1
traditional_ppo,46,10290,1
traditional_ppo,46,10392,1
traditional_ppo,46,10487,1
traditional_ppo,46,10571,1
traditional_ppo,46,10665,1
traditional_ppo,46,10747,1
traditional_ppo,46,10849,1
traditional_ppo,46,10944,1
traditional_ppo,46,11042,1
traditional_ppo,46,11152,1
traditional_ppo,46,11245,1
traditional_ppo,46,11331,1
traditional_ppo,46,11431,1
traditional_ppo,46,11518,1
traditional_ppo,46,11604,1
traditional_ppo,46,11632,1
traditional_ppo,46,11728,1
traditional_ppo,46,11827,1
traditional_ppo,46,11920,1
traditional_ppo,46,12030,1
traditional_ppo,46,12126,1
traditional_ppo,46,12226,1
traditional_ppo,46,12340,1
traditional_ppo,46,12424,1
traditional_ppo,46,12519,1
traditional_ppo,46,12624,1
traditional_ppo,46,12707,1
traditional_ppo,46,12807,1
traditional_ppo,46,12901,1
traditional_ppo,46,13002,1
traditional_ppo,46,13110,1
traditional_ppo,46,13223,1
traditional_ppo,46,13312,1
traditional_ppo,46,13408,1
traditional_ppo,46,13511,1
traditional_ppo,46,13609,1
traditional_ppo,46,13702,1
traditional_ppo,46,13799,1
traditional_ppo,46,13887,1
traditional_ppo,46,13985,1
traditional_ppo,46,14086,1
traditional_ppo,46,14178,1
traditional_ppo,46,14278,1
traditional_ppo,46,14375,1
traditional_ppo,46,14467,1
traditional_ppo,46,14551,1
traditional_ppo,46,14661,1
traditional_ppo,46,14683,1
traditional_ppo,46,14774,1
traditional_ppo,46,14865,1
traditional_ppo,46,14945,1
traditional_ppo,46,15054,1
traditional_ppo,46,15163,1
traditional_ppo,46,15248,1
traditional_ppo,46,15351,1
traditional_ppo,46,15465,1
traditional_ppo,46,15559,1
traditional_ppo,46,15663,1
traditional_ppo,46,15765,1
traditional_ppo,46,15859,1
traditional_ppo,46,15955,1
traditional_ppo,46,16060,1
traditional_ppo,46,16156,1
traditional_ppo,46,16248,1
traditional_ppo,46,16350,1
traditional_ppo,46,16442,1
traditional_ppo,46,16545,1
traditional_ppo,46,16645,1
traditional_ppo,46,16737,1
traditional_ppo,46,16833,1
traditional_ppo,46,16941,1
traditional_ppo,46,17022,1
traditional_ppo,46,17124,1
traditional_ppo,46,17221,1
traditional_ppo,46,17305,1
traditional_ppo,46,17395,1
traditional_ppo,46,17499,1
traditional_ppo,46,17585,1
traditional_ppo,46,17681,1
traditional_ppo,46,17709,1
a2c_pointer,42,66,1
a2c_pointer,42,143,1
a2c_pointer,42,239,1
a2c_pointer,42,313,1
a2c_pointer,42,413,1
a2c_pointer,42,502,1
a2c_pointer,42,586,1
a2c_pointer,42,685,1
a2c_pointer,42,787,1
a2c_pointer,42,865,1
a2c_pointer,42,968,1
a2c_pointer,42,1082,1
a2c_pointer,42,1173,1
a2c_pointer,42,1268,1
a2c_pointer,42,1383,1
a2c_pointer,42,1438,1
a2c_pointer,42,1534,1
a2c_pointer,42,1649,1
a2c_pointer,42,1736,1
a2c_pointer,42,1828,1
a2c_pointer,42,1924,1
a2c_pointer,42,2028,1
a2c_pointer,42,2135,1
a2c_pointer,42,2255,1
a2c_pointer,42,2362,1
a2c_pointer,42,2467,1
a2c_pointer,42,2573,1
a2c_pointer,42,2666,1
a2c_pointer,42,2775,1
a2c_pointer,42,2889,1
a2c_pointer,42,2994,1
a2c_pointer,42,3065,1
a2c_pointer,42,3187,1
a2c_pointer,42,3278,1
a2c_pointer,42,3393,1
a2c_pointer,42,3526,1
a2c_pointer,42,3624,1
a2c_pointer,42,3732,1
a2c_pointer,42,3850,1
a2c_pointer,42,3947,1
a2c_pointer,42,4048,1
a2c_pointer,42,4175,1
a2c_pointer,42,4285,1
a2c_pointer,42,4397,1
a2c_pointer,42,4538,1
a2c_pointer,42,4637,1
a2c_pointer,42,4742,1
a2c_pointer,42,4869,1
a2c_pointer,42,4979,1
a2c_pointer,42,5093,1
a2c_pointer,42,5224,1
a2c_pointer,42,5337,1
a2c_pointer,42,5466,1
a2c_pointer,42,5615,1
a2c_pointer,42,5724,1
a2c_pointer,42,5853,1
a2c_pointer,42,5982,1
a2c_pointer,42,6097,1
a2c_pointer,42,6229,1
a2c_pointer,42,6386,1
a2c_pointer,42,6497,1
a2c_pointer,42,6630,1
a2c_pointer,42,6771,1
a2c_pointer,42,6804,1
a2c_pointer,42,6919,1
a2c_pointer,42,7051,1
a2c_pointer,42,7155,1
a2c_pointer,42,7284,1
a2c_pointer,42,7422,1
a2c_pointer,42,7532,1
a2c_pointer,42,7656,1
a2c_pointer,42,7804,1
a2c_pointer,42,7927,1
a2c_pointer,42,8067,1
a2c_pointer,42,8213,1
a2c_pointer,42,8315,1
a2c_pointer,42,8436,1
a2c_pointer,42,8573,1
a2c_pointer,42,8685,1
a2c_pointer,42,8821,1
a2c_pointer,42,8967,1
a2c_pointer,42,9078,1
a2c_pointer,42,9211,1
a2c_pointer,42,9357,1
a2c_pointer,42,9474,1
a2c_pointer,42,9608,1
a2c_pointer,42,9777,1
a2c_pointer,42,9899,1
a2c_pointer,42,10040,1
a2c_pointer,42,10189,1
a2c_pointer,42,10300,1
a2c_pointer,42,10441,1
a2c_pointer,42,10617,1
a2c_pointer,42,10737,1
a2c_pointer,42,10893,1
a2c_pointer,42,10935,1
a2c_pointer,42,11065,1
a2c_pointer,42,11196,1
a2c_pointer,42,11357,1
a2c_pointer,42,11472,1
a2c_pointer,42,11623,1
a2c_pointer,42,11791,1
a2c_pointer,42,11931,1
a2c_pointer,42,12082,1
a2c_pointer,42,12225,1
a2c_pointer,42,12356,1
a2c_pointer,42,12503,1
a2c_pointer,42,12684,1
a2c_pointer,42,12815,1
a2c_pointer,42,12976,1
a2c_pointer,42,13148,1
a2c_pointer,42,13272,1
a2c_pointer,42,13404,1
a2c_pointer,42,13576,1
a2c_pointer,42,13711,1
a2c_pointer,42,13868,1
a2c_pointer,42,14043,1
a2c_pointer,42,14181,1
a2c_pointer,42,14344,1
a2c_pointer,42,14504,1
a2c_pointer,42,14629,1
