model,training_seed,environment_interactions,mean_weighted_coverage
traditional_ppo,42,6526,0.2219387755
traditional_ppo,42,6624,0.30859375
traditional_ppo,42,6734,0.2984375
traditional_ppo,42,6840,0.2474489796
traditional_ppo,42,6921,0.24609375
traditional_ppo,42,7014,0.2375
traditional_ppo,42,7104,0.200255102
traditional_ppo,42,7191,0.26953125
traditional_ppo,42,7294,0.2796875
traditional_ppo,42,7393,0.2232142857
traditional_ppo,42,7482,0.2890625
traditional_ppo,42,7584,0.2765625
traditional_ppo,42,7688,0.237244898
traditional_ppo,42,7768,0.2578125
traditional_ppo,42,7857,0.2296875
traditional_ppo,42,7960,0.2270408163
traditional_ppo,42,8057,0.322265625
traditional_ppo,42,8155,0.2515625
traditional_ppo,42,8256,0.2410714286
traditional_ppo,42,8338,0.275390625
traditional_ppo,42,8441,0.275
traditional_ppo,42,8555,0.25
traditional_ppo,42,8635,0.26171875
traditional_ppo,42,8739,0.28125
traditional_ppo,42,8762,0.2142857143
traditional_ppo,42,8848,0.265625
traditional_ppo,42,8930,0.2203125
traditional_ppo,42,9024,0.2053571429
traditional_ppo,42,9106,0.25
traditional_ppo,42,9186,0.2125
traditional_ppo,42,9289,0.2308673469
traditional_ppo,42,9380,0.298828125
traditional_ppo,42,9482,0.3
traditional_ppo,42,9562,0.174744898
traditional_ppo,42,9655,0.291015625
traditional_ppo,42,9745,0.24375
traditional_ppo,42,9847,0.2474489796
traditional_ppo,42,9950,0.337890625
traditional_ppo,42,10060,0.296875
traditional_ppo,42,10158,0.2308673469
traditional_ppo,42,10246,0.294921875
traditional_ppo,42,10335,0.2390625
traditional_ppo,42,10437,0.2283163265
traditional_ppo,42,10536,0.34765625
traditional_ppo,42,10638,0.2640625
traditional_ppo,42,10744,0.2397959184
traditional_ppo,42,10840,0.310546875
traditional_ppo,42,10946,0.2890625
traditional_ppo,42,11039,0.2130102041
traditional_ppo,42,11123,0.26953125
traditional_ppo,42,11219,0.2515625
traditional_ppo,42,11328,0.2576530612
traditional_ppo,42,11414,0.275390625
traditional_ppo,42,11512,0.275
traditional_ppo,42,11617,0.2334183673
traditional_ppo,42,11701,0.259765625
traditional_ppo,42,11726,0.2375
traditional_ppo,42,11831,0.2487244898
traditional_ppo,42,11921,0.310546875
traditional_ppo,42,12001,0.20625
traditional_ppo,42,12114,0.2691326531
traditional_ppo,42,12202,0.29296875
traditional_ppo,42,12299,0.275
traditional_ppo,42,12398,0.2181122449
traditional_ppo,42,12496,0.326171875
traditional_ppo,42,12592,0.2640625
traditional_ppo,42,12690,0.2346938776
traditional_ppo,42,12785,0.328125
traditional_ppo,42,12887,0.2875
traditional_ppo,42,12991,0.2346938776
traditional_ppo,42,13082,0.30859375
traditional_ppo,42,13181,0.2625
traditional_ppo,42,13282,0.2219387755
traditional_ppo,42,13374,0.298828125
traditional_ppo,42,13473,0.2671875
traditional_ppo,42,13567,0.2104591837
traditional_ppo,42,13650,0.287109375
traditional_ppo,42,13737,0.246875
traditional_ppo,42,13825,0.2040816327
traditional_ppo,42,13929,0.359375
traditional_ppo,42,14028,0.2625
traditional_ppo,42,14132,0.2576530612
traditional_ppo,42,14212,0.25390625
traditional_ppo,42,14305,0.2375
traditional_ppo,42,14413,0.2614795918
traditional_ppo,42,14506,0.294921875
traditional_ppo,42,14608,0.28125
traditional_ppo,42,14713,0.2474489796
traditional_ppo,42,14738,0.3125
traditional_ppo,42,14829,0.2375
traditional_ppo,42,14934,0.2423469388
traditional_ppo,42,15038,0.33203125
traditional_ppo,42,15129,0.2421875
traditional_ppo,42,15233,0.2257653061
traditional_ppo,42,15320,0.28515625
traditional_ppo,42,15418,0.265625
traditional_ppo,42,15521,0.2487244898
traditional_ppo,42,15610,0.306640625
traditional_ppo,42,15697,0.2546875
traditional_ppo,42,15794,0.2219387755
traditional_ppo,42,15884,0.294921875
traditional_ppo,42,15978,0.259375
traditional_ppo,42,16087,0.2487244898
traditional_ppo,42,16181,0.296875
traditional_ppo,42,16279,0.2671875
traditional_ppo,42,16384,0.243622449
traditional_ppo,42,16478,0.298828125
traditional_ppo,42,16584,0.29375
traditional_ppo,42,16679,0.2130102041
traditional_ppo,42,16770,0.30859375
traditional_ppo,42,16865,0.246875
traditional_ppo,42,16968,0.2410714286
traditional_ppo,42,17048,0.25
traditional_ppo,42,17154,0.3078125
traditional_ppo,42,17246,0.2028061224
traditional_ppo,42,17345,0.31640625
traditional_ppo,42,17438,0.25625
traditional_ppo,42,17539,0.2295918367
traditional_ppo,42,17630,0.302734375
traditional_ppo,42,17727,0.2546875
traditional_ppo,42,17753,0.2755102041
traditional_ppo,43,69,0.201171875
traditional_ppo,43,146,0.18125
traditional_ppo,43,224,0.1670918367
traditional_ppo,43,297,0.216796875
traditional_ppo,43,376,0.1875
traditional_ppo,43,450,0.1543367347
traditional_ppo,43,525,0.220703125
traditional_ppo,43,610,0.2203125
traditional_ppo,43,705,0.2117346939
traditional_ppo,43,786,0.267578125
traditional_ppo,43,863,0.190625
traditional_ppo,43,960,0.2142857143
traditional_ppo,43,1031,0.2109375
traditional_ppo,43,1124,0.2375
traditional_ppo,43,1212,0.1951530612
traditional_ppo,43,1270,0.284375
traditional_ppo,43,1365,0.25625
traditional_ppo,43,1460,0.2117346939
traditional_ppo,43,1549,0.28515625
traditional_ppo,43,1654,0.2765625
traditional_ppo,43,1745,0.200255102
traditional_ppo,43,1830,0.26953125
traditional_ppo,43,1927,0.2546875
traditional_ppo,43,2027,0.2244897959
traditional_ppo,43,2117,0.2890625
traditional_ppo,43,2213,0.2515625
traditional_ppo,43,2314,0.2206632653
traditional_ppo,43,2403,0.28125
traditional_ppo,43,2492,0.253125
traditional_ppo,43,2581,0.2028061224
traditional_ppo,43,2677,0.33203125
traditional_ppo,43,2732,0.245
traditional_ppo,43,2827,0.2040816327
traditional_ppo,43,2914,0.296875
traditional_ppo,43,3001,0.2296875
traditional_ppo,43,3093,0.2168367347
traditional_ppo,43,3185,0.28515625
traditional_ppo,43,3274,0.23125
traditional_ppo,43,3359,0.1836734694
traditional_ppo,43,3448,0.296875
traditional_ppo,43,3547,0.2640625
traditional_ppo,43,3643,0.2079081633
traditional_ppo,43,3725,0.28515625
traditional_ppo,43,3824,0.2640625
traditional_ppo,43,3927,0.2359693878
traditional_ppo,43,4013,0.26953125
traditional_ppo,43,4122,0.29375
traditional_ppo,43,4203,0.1696428571
traditional_ppo,43,4307,0.349609375
traditional_ppo,43,4396,0.25
traditional_ppo,43,4490,0.2091836735
traditional_ppo,43,4576,0.275390625
traditional_ppo,43,4671,0.2609375
traditional_ppo,43,4791,0.2844387755
traditional_ppo,43,4872,0.283203125
traditional_ppo,43,4973,0.28125
traditional_ppo,43,5078,0.2385204082
traditional_ppo,43,5171,0.3046875
traditional_ppo,43,5264,0.2515625
traditional_ppo,43,5358,0.2015306122
traditional_ppo,43,5446,0.28515625
traditional_ppo,43,5544,0.2546875
traditional_ppo,43,5647,0.243622449
traditional_ppo,43,5668,0.265625
traditional_ppo,43,5760,0.2375
traditional_ppo,43,5862,0.2295918367
traditional_ppo,43,5946,0.271484375
traditional_ppo,43,6031,0.221875
traditional_ppo,43,6133,0.2193877551
traditional_ppo,43,6232,0.35546875
traditional_ppo,43,6325,0.2515625
traditional_ppo,43,6430,0.2423469388
traditional_ppo,43,6517,0.294921875
traditional_ppo,43,6604,0.2140625
traditional_ppo,43,6705,0.2181122449
traditional_ppo,43,6802,0.310546875
traditional_ppo,43,6899,0.2765625
traditional_ppo,43,6995,0.2270408163
traditional_ppo,43,7088,0.279296875
traditional_ppo,43,7180,0.2421875
traditional_ppo,43,7268,0.2015306122
traditional_ppo,43,7346,0.263671875
traditional_ppo,43,7447,0.278125
traditional_ppo,43,7555,0.2321428571
traditional_ppo,43,7641,0.279296875
traditional_ppo,43,7725,0.24375
traditional_ppo,43,7827,0.237244898
traditional_ppo,43,7909,0.2734375
traditional_ppo,43,8012,0.2859375
traditional_ppo,43,8123,0.2576530612
traditional_ppo,43,8218,0.32421875
traditional_ppo,43,8322,0.2765625
traditional_ppo,43,8421,0.2244897959
traditional_ppo,43,8516,0.3046875
traditional_ppo,43,8611,0.275
traditional_ppo,43,8639,0.2704081633
traditional_ppo,43,8731,0.30078125
traditional_ppo,43,8837,0.275
traditional_ppo,43,8955,0.2844387755
traditional_ppo,43,9037,0.26171875
traditional_ppo,43,9131,0.2546875
traditional_ppo,43,9243,0.2704081633
traditional_ppo,43,9342,0.333984375
traditional_ppo,43,9434,0.2484375
traditional_ppo,43,9530,0.2257653061
traditional_ppo,43,9619,0.296875
traditional_ppo,43,9719,0.271875
traditional_ppo,43,9802,0.1836734694
traditional_ppo,43,9903,0.322265625
traditional_ppo,43,9993,0.2296875
traditional_ppo,43,10092,0.2193877551
traditional_ppo,43,10188,0.330078125
traditional_ppo,43,10282,0.2546875
traditional_ppo,43,10379,0.2321428571
traditional_ppo,43,10470,0.302734375
traditional_ppo,43,10567,0.2734375
traditional_ppo,43,10661,0.2104591837
traditional_ppo,43,10747,0.29296875
traditional_ppo,43,10845,0.259375
traditional_ppo,43,10956,0.2665816327
traditional_ppo,43,11046,0.275390625
traditional_ppo,43,11139,0.25625
traditional_ppo,43,11233,0.2193877551
traditional_ppo,43,11321,0.275390625
traditional_ppo,43,11413,0.2421875
traditional_ppo,43,11501,0.1849489796
traditional_ppo,43,11587,0.27734375
traditional_ppo,43,11614,0.28125
traditional_ppo,43,11716,0.2130102041
traditional_ppo,43,11807,0.298828125
traditional_ppo,43,11902,0.259375
traditional_ppo,43,12005,0.2410714286
traditional_ppo,43,12093,0.283203125
traditional_ppo,43,12191,0.2859375
traditional_ppo,43,12301,0.2614795918
traditional_ppo,43,12381,0.2578125
traditional_ppo,43,12471,0.2484375
traditional_ppo,43,12566,0.2015306122
traditional_ppo,43,12650,0.271484375
traditional_ppo,43,12744,0.2546875
traditional_ppo,43,12847,0.2321428571
traditional_ppo,43,12944,0.314453125
traditional_ppo,43,13047,0.275
traditional_ppo,43,13153,0.256377551
traditional_ppo,43,13238,0.265625
traditional_ppo,43,13342,0.3
traditional_ppo,43,13437,0.2334183673
traditional_ppo,43,13544,0.357421875
traditional_ppo,43,13640,0.2609375
traditional_ppo,43,13745,0.2448979592
traditional_ppo,43,13832,0.291015625
traditional_ppo,43,13934,0.2828125
traditional_ppo,43,14040,0.2576530612
traditional_ppo,43,14135,0.31640625
traditional_ppo,43,14236,0.2625
traditional_ppo,43,14334,0.2053571429
traditional_ppo,43,14427,0.298828125
traditional_ppo,43,14514,0.225
traditional_ppo,43,14614,0.2232142857
traditional_ppo,43,14638,0.3046875
traditional_ppo,43,14729,0.25
traditional_ppo,43,14826,0.2244897959
traditional_ppo,43,14922,0.3359375
traditional_ppo,43,15027,0.28125
traditional_ppo,43,15133,0.2474489796
traditional_ppo,43,15226,0.296875
traditional_ppo,43,15319,0.240625
traditional_ppo,43,15410,0.2079081633
traditional_ppo,43,15504,0.3046875
traditional_ppo,43,15608,0.290625
traditional_ppo,43,15709,0.2244897959
traditional_ppo,43,15798,0.3046875
traditional_ppo,43,15904,0.2875
traditional_ppo,43,16017,0.2614795918
traditional_ppo,43,16107,0.283203125
traditional_ppo,43,16210,0.2953125
traditional_ppo,43,16305,0.2168367347
traditional_ppo,43,16398,0.310546875
traditional_ppo,43,16505,0.3015625
traditional_ppo,43,16611,0.2576530612
traditional_ppo,43,16703,0.306640625
traditional_ppo,43,16796,0.2484375
traditional_ppo,43,16908,0.2576530612
traditional_ppo,43,17004,0.31640625
traditional_ppo,43,17099,0.2484375
traditional_ppo,43,17206,0.2487244898
traditional_ppo,43,17294,0.30859375
traditional_ppo,43,17392,0.25625
traditional_ppo,43,17490,0.2193877551
traditional_ppo,43,17573,0.26953125
traditional_ppo,43,17679,0.3
traditional_ppo,43,17702,0.193877551
traditional_ppo,44,80,0.26953125
traditional_ppo,44,153,0.1765625
traditional_ppo,44,235,0.1734693878
traditional_ppo,44,327,0.306640625
traditional_ppo,44,410,0.2171875
traditional_ppo,44,500,0.1887755102
traditional_ppo,44,557,0.158203125
traditional_ppo,44,634,0.1953125
traditional_ppo,44,733,0.2168367347
traditional_ppo,44,826,0.287109375
traditional_ppo,44,902,0.1953125
traditional_ppo,44,989,0.1926020408
traditional_ppo,44,1061,0.21484375
traditional_ppo,44,1147,0.23125
traditional_ppo,44,1241,0.2015306122
traditional_ppo,44,1292,0.26875
traditional_ppo,44,1371,0.2046875
traditional_ppo,44,1468,0.2130102041
traditional_ppo,44,1562,0.30859375
traditional_ppo,44,1650,0.246875
traditional_ppo,44,1736,0.181122449
traditional_ppo,44,1816,0.2578125
traditional_ppo,44,1905,0.253125
traditional_ppo,44,1998,0.2117346939
traditional_ppo,44,2078,0.224609375
traditional_ppo,44,2188,0.296875
traditional_ppo,44,2285,0.2193877551
traditional_ppo,44,2367,0.265625
traditional_ppo,44,2463,0.2609375
traditional_ppo,44,2554,0.2015306122
traditional_ppo,44,2641,0.29296875
traditional_ppo,44,2697,0.2325
traditional_ppo,44,2797,0.2244897959
traditional_ppo,44,2879,0.24609375
traditional_ppo,44,2976,0.259375
traditional_ppo,44,3072,0.2053571429
traditional_ppo,44,3155,0.263671875
traditional_ppo,44,3261,0.278125
traditional_ppo,44,3371,0.2551020408
traditional_ppo,44,3452,0.255859375
traditional_ppo,44,3545,0.2546875
traditional_ppo,44,3642,0.2142857143
traditional_ppo,44,3733,0.28515625
traditional_ppo,44,3822,0.2296875
traditional_ppo,44,3919,0.2168367347
traditional_ppo,44,4002,0.263671875
traditional_ppo,44,4097,0.25
traditional_ppo,44,4192,0.2142857143
traditional_ppo,44,4281,0.30859375
traditional_ppo,44,4380,0.2640625
traditional_ppo,44,4478,0.2270408163
traditional_ppo,44,4572,0.28515625
traditional_ppo,44,4671,0.2625
traditional_ppo,44,4773,0.2321428571
traditional_ppo,44,4857,0.2890625
traditional_ppo,44,4950,0.221875
traditional_ppo,44,5046,0.2104591837
traditional_ppo,44,5137,0.29296875
traditional_ppo,44,5228,0.2625
traditional_ppo,44,5329,0.2308673469
traditional_ppo,44,5426,0.30078125
traditional_ppo,44,5517,0.2375
traditional_ppo,44,5618,0.2385204082
traditional_ppo,44,5647,0.4140625
traditional_ppo,44,5749,0.2796875
traditional_ppo,44,5848,0.2155612245
traditional_ppo,44,5932,0.279296875
traditional_ppo,44,6034,0.265625
traditional_ppo,44,6142,0.2346938776
traditional_ppo,44,6234,0.279296875
traditional_ppo,44,6348,0.296875
traditional_ppo,44,6456,0.2321428571
traditional_ppo,44,6539,0.26171875
traditional_ppo,44,6634,0.2625
traditional_ppo,44,6735,0.2346938776
traditional_ppo,44,6838,0.341796875
traditional_ppo,44,6943,0.28125
traditional_ppo,44,7054,0.2487244898
traditional_ppo,44,7151,0.333984375
traditional_ppo,44,7243,0.246875
traditional_ppo,44,7349,0.2295918367
traditional_ppo,44,7434,0.283203125
traditional_ppo,44,7523,0.246875
traditional_ppo,44,7617,0.2117346939
traditional_ppo,44,7712,0.326171875
traditional_ppo,44,7822,0.3
traditional_ppo,44,7919,0.2155612245
traditional_ppo,44,8003,0.275390625
traditional_ppo,44,8104,0.2546875
traditional_ppo,44,8208,0.2193877551
traditional_ppo,44,8308,0.33984375
traditional_ppo,44,8410,0.26875
traditional_ppo,44,8520,0.2487244898
traditional_ppo,44,8617,0.30859375
traditional_ppo,44,8720,0.2765625
traditional_ppo,44,8739,0.1683673469
traditional_ppo,44,8827,0.287109375
traditional_ppo,44,8915,0.2328125
traditional_ppo,44,9015,0.2244897959
traditional_ppo,44,9103,0.279296875
traditional_ppo,44,9205,0.2765625
traditional_ppo,44,9320,0.2767857143
traditional_ppo,44,9411,0.298828125
traditional_ppo,44,9505,0.2546875
traditional_ppo,44,9611,0.2614795918
traditional_ppo,44,9689,0.2578125
traditional_ppo,44,9784,0.2453125
traditional_ppo,44,9894,0.2461734694
traditional_ppo,44,9978,0.28125
traditional_ppo,44,10080,0.2765625
traditional_ppo,44,10193,0.2576530612
traditional_ppo,44,10290,0.318359375
traditional_ppo,44,10372,0.21875
traditional_ppo,44,10472,0.2079081633
traditional_ppo,44,10551,0.251953125
traditional_ppo,44,10652,0.259375
traditional_ppo,44,10745,0.2053571429
traditional_ppo,44,10828,0.275390625
traditional_ppo,44,10924,0.2625
traditional_ppo,44,11016,0.1849489796
traditional_ppo,44,11107,0.296875
traditional_ppo,44,11200,0.25
traditional_ppo,44,11299,0.2283163265
traditional_ppo,44,11386,0.279296875
traditional_ppo,44,11472,0.2375
traditional_ppo,44,11575,0.2270408163
traditional_ppo,44,11669,0.306640625
traditional_ppo,44,11691,0.20625
traditional_ppo,44,11804,0.2474489796
traditional_ppo,44,11890,0.283203125
traditional_ppo,44,12000,0.3
traditional_ppo,44,12102,0.2385204082
traditional_ppo,44,12199,0.322265625
traditional_ppo,44,12293,0.265625
traditional_ppo,44,12402,0.2487244898
traditional_ppo,44,12488,0.2890625
traditional_ppo,44,12589,0.2796875
traditional_ppo,44,12694,0.2410714286
traditional_ppo,44,12780,0.27734375
traditional_ppo,44,12867,0.2328125
traditional_ppo,44,12965,0.2283163265
traditional_ppo,44,13050,0.29296875
traditional_ppo,44,13139,0.24375
traditional_ppo,44,13231,0.2040816327
traditional_ppo,44,13332,0.333984375
traditional_ppo,44,13426,0.246875
traditional_ppo,44,13519,0.2040816327
traditional_ppo,44,13616,0.310546875
traditional_ppo,44,13728,0.309375
traditional_ppo,44,13849,0.2665816327
traditional_ppo,44,13942,0.3125
traditional_ppo,44,14033,0.25
traditional_ppo,44,14141,0.2512755102
traditional_ppo,44,14228,0.2890625
traditional_ppo,44,14323,0.275
traditional_ppo,44,14409,0.1926020408
traditional_ppo,44,14493,0.279296875
traditional_ppo,44,14592,0.253125
traditional_ppo,44,14693,0.2142857143
traditional_ppo,44,14713,0.2734375
traditional_ppo,44,14814,0.26875
traditional_ppo,44,14928,0.2525510204
traditional_ppo,44,15009,0.263671875
traditional_ppo,44,15112,0.2859375
traditional_ppo,44,15228,0.2665816327
traditional_ppo,44,15310,0.275390625
traditional_ppo,44,15414,0.2875
traditional_ppo,44,15521,0.2461734694
traditional_ppo,44,15606,0.291015625
traditional_ppo,44,15707,0.2703125
traditional_ppo,44,15809,0.2334183673
traditional_ppo,44,15889,0.263671875
traditional_ppo,44,15978,0.2375
traditional_ppo,44,16099,0.2716836735
traditional_ppo,44,16193,0.302734375
traditional_ppo,44,16303,0.3078125
traditional_ppo,44,16411,0.2512755102
traditional_ppo,44,16501,0.275390625
traditional_ppo,44,16599,0.2609375
traditional_ppo,44,16709,0.2576530612
traditional_ppo,44,16809,0.328125
traditional_ppo,44,16916,0.3
traditional_ppo,44,17032,0.2691326531
