algorithm,mean,median,metric,q25,q75,result_family,valid_run_count
priority_resource_greedy,0.11790792705971277,0.1,oracle_regret_lower,0.04999999999999999,0.15625,synthetic_main_baselines,216
priority_resource_greedy,0.14077440003779268,0.125,oracle_regret_upper,0.07499999999999996,0.1875,synthetic_main_baselines,216
priority_resource_greedy,0.5832772387684928,0.5148148609172348,safe_energy_utilization,0.3647685097655835,0.8661202234175533,synthetic_main_baselines,216
priority_resource_greedy,0.7087461449157602,0.7662758885379247,safe_distance_utilization,0.5150684115722532,0.9149773581146088,synthetic_main_baselines,216
priority_resource_greedy,0.5119388269144387,0.36306114980873816,safe_time_utilization,0.2415660736687045,0.8745283082742159,synthetic_main_baselines,216
priority_resource_greedy,0.0,0.0,dangerous_action_proposal_rate,0.0,0.0,synthetic_main_baselines,216
priority_resource_greedy,0.0,0.0,environment_interception_rate,0.0,0.0,synthetic_main_baselines,216
priority_resource_greedy,3.0958802444444427,2.8598001999999667,planning_time_s,2.012994924999987,4.146715100000009,synthetic_main_baselines,216
sa,0.5436242205215419,0.55,safe_weighted_coverage,0.40816326530612246,0.6938775510204082,synthetic_main_baselines,1080
sa,1.0,1.0,safe_rate,1.0,1.0,synthetic_main_baselines,1080
sa,1.0,1.0,return_rate,1.0,1.0,synthetic_main_baselines,1080
sa,0.0,0.0,violation_rate,0.0,0.0,synthetic_main_baselines,1080
sa,0.0,0.0,stranded_rate,0.0,0.0,synthetic_main_baselines,1080
sa,0.47373070987654314,0.5,coverage,0.35,0.6,synthetic_main_baselines,1080
sa,0.5436242205215419,0.55,weighted_coverage,0.40816326530612246,0.6938775510204082,synthetic_main_baselines,1080
sa,9.39537037037037,9.0,visited_count,7.0,12.0,synthetic_main_baselines,1080
